"","prop1.G1.residue0","prop1.G1.residue25","prop1.G1.residue50","prop1.G1.residue75","prop1.G1.residue100","prop1.G2.residue0","prop1.G2.residue25","prop1.G2.residue50","prop1.G2.residue75","prop1.G2.residue100","prop1.G3.residue0","prop1.G3.residue25","prop1.G3.residue50","prop1.G3.residue75","prop1.G3.residue100","prop2.G1.residue0","prop2.G1.residue25","prop2.G1.residue50","prop2.G1.residue75","prop2.G1.residue100","prop2.G2.residue0","prop2.G2.residue25","prop2.G2.residue50","prop2.G2.residue75","prop2.G2.residue100","prop2.G3.residue0","prop2.G3.residue25","prop2.G3.residue50","prop2.G3.residue75","prop2.G3.residue100","prop3.G1.residue0","prop3.G1.residue25","prop3.G1.residue50","prop3.G1.residue75","prop3.G1.residue100","prop3.G2.residue0","prop3.G2.residue25","prop3.G2.residue50","prop3.G2.residue75","prop3.G2.residue100","prop3.G3.residue0","prop3.G3.residue25","prop3.G3.residue50","prop3.G3.residue75","prop3.G3.residue100","prop4.G1.residue0","prop4.G1.residue25","prop4.G1.residue50","prop4.G1.residue75","prop4.G1.residue100","prop4.G2.residue0","prop4.G2.residue25","prop4.G2.residue50","prop4.G2.residue75","prop4.G2.residue100","prop4.G3.residue0","prop4.G3.residue25","prop4.G3.residue50","prop4.G3.residue75","prop4.G3.residue100","prop5.G1.residue0","prop5.G1.residue25","prop5.G1.residue50","prop5.G1.residue75","prop5.G1.residue100","prop5.G2.residue0","prop5.G2.residue25","prop5.G2.residue50","prop5.G2.residue75","prop5.G2.residue100","prop5.G3.residue0","prop5.G3.residue25","prop5.G3.residue50","prop5.G3.residue75","prop5.G3.residue100","prop6.G1.residue0","prop6.G1.residue25","prop6.G1.residue50","prop6.G1.residue75","prop6.G1.residue100","prop6.G2.residue0","prop6.G2.residue25","prop6.G2.residue50","prop6.G2.residue75","prop6.G2.residue100","prop6.G3.residue0","prop6.G3.residue25","prop6.G3.residue50","prop6.G3.residue75","prop6.G3.residue100","prop7.G1.residue0","prop7.G1.residue25","prop7.G1.residue50","prop7.G1.residue75","prop7.G1.residue100","prop7.G2.residue0","prop7.G2.residue25","prop7.G2.residue50","prop7.G2.residue75","prop7.G2.residue100","prop7.G3.residue0","prop7.G3.residue25","prop7.G3.residue50","prop7.G3.residue75","prop7.G3.residue100"
"3FWCB",3.52941176470588,20,45.8823529411765,78.8235294117647,97.6470588235294,1.17647058823529,24.7058823529412,50.5882352941176,71.7647058823529,100,5.88235294117647,21.1764705882353,47.0588235294118,69.4117647058823,96.4705882352941,1.17647058823529,15.2941176470588,45.8823529411765,74.1176470588235,100,4.70588235294118,16.4705882352941,31.7647058823529,64.7058823529412,97.6470588235294,3.52941176470588,43.5294117647059,63.5294117647059,82.3529411764706,96.4705882352941,5.88235294117647,22.3529411764706,48.2352941176471,69.4117647058823,96.4705882352941,1.17647058823529,12.9411764705882,40,75.2941176470588,100,3.52941176470588,23.5294117647059,49.4117647058824,78.8235294117647,97.6470588235294,1.17647058823529,15.2941176470588,45.8823529411765,74.1176470588235,100,4.70588235294118,16.4705882352941,31.7647058823529,64.7058823529412,97.6470588235294,3.52941176470588,43.5294117647059,63.5294117647059,82.3529411764706,96.4705882352941,3.52941176470588,32.9411764705882,54.1176470588235,82.3529411764706,95.2941176470588,1.17647058823529,22.3529411764706,47.0588235294118,70.5882352941177,100,9.41176470588235,20,45.8823529411765,58.8235294117647,94.1176470588235,3.52941176470588,34.1176470588235,60,78.8235294117647,98.8235294117647,5.88235294117647,21.1764705882353,42.3529411764706,61.1764705882353,96.4705882352941,1.17647058823529,15.2941176470588,37.6470588235294,58.8235294117647,100,1.17647058823529,17.6470588235294,40,69.4117647058823,98.8235294117647,3.52941176470588,20,45.8823529411765,78.8235294117647,97.6470588235294,2.35294117647059,25.8823529411765,51.7647058823529,71.7647058823529,100
"5BOWA",4.63576158940397,23.1788079470199,49.0066225165563,72.8476821192053,98.6754966887417,0.662251655629139,21.8543046357616,50.9933774834437,76.158940397351,99.3377483443709,1.98675496688742,24.5033112582781,44.3708609271523,72.1854304635762,100,0.662251655629139,23.841059602649,47.682119205298,74.8344370860927,99.3377483443709,1.98675496688742,27.1523178807947,49.0066225165563,67.5496688741722,98.6754966887417,3.3112582781457,13.2450331125828,58.9403973509934,76.8211920529801,100,1.98675496688742,18.5430463576159,43.7086092715232,66.887417218543,100,0.662251655629139,28.476821192053,60.2649006622517,76.158940397351,99.3377483443709,4.63576158940397,23.1788079470199,49.0066225165563,72.8476821192053,98.6754966887417,0.662251655629139,21.8543046357616,49.6688741721854,70.8609271523179,99.3377483443709,1.98675496688742,27.1523178807947,48.3443708609271,74.1721854304636,98.6754966887417,3.3112582781457,13.2450331125828,58.9403973509934,76.8211920529801,100,4.63576158940397,11.2582781456954,33.7748344370861,64.2384105960265,95.364238410596,0.662251655629139,24.5033112582781,50.3311258278146,76.158940397351,100,9.93377483443709,25.8278145695364,53.6423841059603,62.2516556291391,98.0132450331126,1.98675496688742,25.1655629139073,52.317880794702,74.8344370860927,98.6754966887417,5.29801324503311,23.841059602649,45.6953642384106,72.1854304635762,100,0.662251655629139,22.5165562913907,49.6688741721854,70.1986754966887,99.3377483443709,1.98675496688742,25.1655629139073,45.6953642384106,73.5099337748344,100,4.63576158940397,23.1788079470199,49.0066225165563,72.8476821192053,98.6754966887417,0.662251655629139,13.9072847682119,50.9933774834437,82.1192052980132,99.3377483443709
"1IO0A",1.62162162162162,20,49.7297297297297,76.7567567567568,99.4594594594595,0.540540540540541,28.1081081081081,45.4054054054054,71.3513513513514,92.972972972973,1.08108108108108,27.5675675675676,51.3513513513514,72.972972972973,100,0.540540540540541,20,43.2432432432432,65.945945945946,96.2162162162162,1.08108108108108,23.2432432432432,51.3513513513514,71.8918918918919,100,3.78378378378378,33.5135135135135,51.8918918918919,85.945945945946,99.4594594594595,1.08108108108108,27.5675675675676,51.3513513513514,75.1351351351351,100,0.540540540540541,28.1081081081081,45.4054054054054,65.945945945946,92.972972972973,1.62162162162162,20,49.7297297297297,76.7567567567568,99.4594594594595,0.540540540540541,30.2702702702703,46.4864864864865,65.945945945946,96.2162162162162,1.08108108108108,22.1621621621622,49.1891891891892,71.8918918918919,100,3.78378378378378,33.5135135135135,51.8918918918919,85.945945945946,99.4594594594595,3.78378378378378,16.2162162162162,41.0810810810811,83.7837837837838,99.4594594594595,0.540540540540541,27.027027027027,51.3513513513514,74.054054054054,100,8.64864864864865,13.5135135135135,21.6216216216216,62.1621621621622,96.2162162162162,1.08108108108108,30.2702702702703,54.5945945945946,79.4594594594595,100,2.7027027027027,24.8648648648649,39.4594594594595,65.4054054054054,97.2972972972973,0.540540540540541,19.4594594594595,49.7297297297297,71.3513513513514,96.2162162162162,0.540540540540541,30.8108108108108,51.3513513513514,69.1891891891892,100,1.62162162162162,20,49.7297297297297,76.7567567567568,99.4594594594595,2.16216216216216,19.4594594594595,43.2432432432432,72.4324324324324,94.054054054054
"6ONBA",1.6,16.8,52,71.2,94.4,0.8,28,46.4,76.8,100,6.4,23.2,48,69.6,93.6,0.8,20,44,60.8,95.2,4.8,21.6,47.2,73.6,94.4,7.2,37.6,61.6,88,100,6.4,24,53.6,78.4,93.6,0.8,20,41.6,56.8,95.2,1.6,22.4,56,80.8,100,0.8,20,44.8,60.8,88.8,2.4,20.8,39.2,73.6,95.2,7.2,37.6,61.6,88,100,10.4,14.4,55.2,62.4,92,0.8,26.4,49.6,76.8,100,1.6,12,36.8,72.8,94.4,0.8,19.2,49.6,74.4,100,6.4,24,52.8,77.6,92.8,1.6,22.4,44.8,64.8,95.2,0.8,24.8,47.2,69.6,93.6,1.6,16.8,52,71.2,94.4,2.4,27.2,48.8,86.4,100
"2OBDA",0.630252100840336,25.6302521008403,48.9495798319328,73.9495798319328,99.3697478991597,0.210084033613445,21.218487394958,47.4789915966387,73.7394957983193,100,2.3109243697479,27.1008403361345,53.5714285714286,77.3109243697479,99.7899159663866,0.210084033613445,23.5294117647059,47.0588235294118,73.7394957983193,100,1.68067226890756,24.5798319327731,50.6302521008403,77.1008403361345,99.7899159663866,0.630252100840336,28.781512605042,54.4117647058824,73.109243697479,98.9495798319328,2.3109243697479,26.2605042016807,52.5210084033613,76.2605042016807,99.7899159663866,0.210084033613445,21.6386554621849,47.2689075630252,74.1596638655462,100,0.630252100840336,24.7899159663866,48.7394957983193,72.8991596638655,99.3697478991597,0.210084033613445,22.6890756302521,45.7983193277311,72.0588235294118,100,1.68067226890756,25.8403361344538,51.4705882352941,76.6806722689076,99.7899159663866,0.630252100840336,28.781512605042,54.4117647058824,73.109243697479,98.9495798319328,0.630252100840336,19.7478991596639,42.2268907563025,69.327731092437,94.7478991596639,0.210084033613445,24.5798319327731,50,75.2100840336134,100,1.68067226890756,25.6302521008403,50.4201680672269,76.4705882352941,98.7394957983193,0.210084033613445,22.4789915966387,48.9495798319328,74.5798319327731,99.7899159663866,1.05042016806723,23.7394957983193,49.5798319327731,75.4201680672269,98.9495798319328,0.420168067226891,26.4705882352941,50.8403361344538,74.3697478991597,100,0.210084033613445,23.7394957983193,47.2689075630252,73.109243697479,99.7899159663866,0.630252100840336,25.6302521008403,48.9495798319328,73.9495798319328,99.3697478991597,0.420168067226891,25,52.1008403361345,77.5210084033613,100
"4QAMB",3.48258706467662,27.363184079602,50.7462686567164,69.1542288557214,98.5074626865672,0.497512437810945,14.9253731343284,40.7960199004975,72.1393034825871,100,1.49253731343284,26.865671641791,53.7313432835821,75.6218905472637,99.5024875621891,0.497512437810945,14.4278606965174,45.273631840796,71.6417910447761,100,3.48258706467662,28.3582089552239,55.7213930348259,76.1194029850746,99.0049751243781,1.49253731343284,27.363184079602,44.7761194029851,67.1641791044776,99.5024875621891,1.49253731343284,26.865671641791,53.2338308457711,75.1243781094527,99.5024875621891,0.497512437810945,12.9353233830846,39.8009950248756,76.6169154228856,100,3.48258706467662,27.8606965174129,50.7462686567164,69.1542288557214,98.5074626865672,0.497512437810945,14.4278606965174,47.2636815920398,77.1144278606965,100,3.48258706467662,26.865671641791,50.7462686567164,75.6218905472637,99.0049751243781,1.49253731343284,27.363184079602,44.7761194029851,67.1641791044776,99.5024875621891,11.9402985074627,27.363184079602,45.771144278607,67.1641791044776,96.0199004975124,0.497512437810945,22.8855721393035,49.2537313432836,75.1243781094527,100,3.48258706467662,25.3731343283582,49.7512437810945,69.6517412935323,98.5074626865672,0.995024875621891,27.8606965174129,52.7363184079602,77.6119402985075,99.0049751243781,4.97512437810945,21.3930348258706,43.7810945273632,72.1393034825871,99.5024875621891,0.497512437810945,14.4278606965174,45.273631840796,64.6766169154229,100,0.497512437810945,28.3582089552239,55.7213930348259,79.1044776119403,99.5024875621891,3.48258706467662,27.363184079602,50.7462686567164,69.1542288557214,98.5074626865672,1.49253731343284,14.9253731343284,36.318407960199,64.6766169154229,100
"3OSTA",6.25,25,46.875,78.125,100,1.5625,10.15625,40.625,72.65625,96.875,0.78125,29.6875,51.5625,67.96875,98.4375,7.8125,32.03125,62.5,81.25,99.21875,9.375,29.6875,50.78125,75,98.4375,0.78125,13.28125,33.59375,61.71875,100,0.78125,30.46875,50.78125,67.96875,98.4375,7.8125,26.5625,57.8125,80.46875,96.875,1.5625,16.40625,39.0625,73.4375,100,10.15625,41.40625,63.28125,82.03125,99.21875,7.8125,26.5625,49.21875,70.3125,98.4375,0.78125,13.28125,33.59375,61.71875,100,6.25,16.40625,39.0625,76.5625,100,0.78125,24.21875,50,72.65625,98.4375,20.3125,21.875,36.71875,71.875,99.21875,0.78125,19.53125,36.71875,73.4375,100,10.9375,40.625,55.46875,77.34375,97.65625,7.8125,26.5625,53.125,71.09375,99.21875,10.9375,32.03125,53.125,72.65625,98.4375,6.25,25,46.875,78.125,100,0.78125,5.46875,33.59375,67.1875,89.0625
"7KPUA",0.490196078431373,21.5686274509804,42.6470588235294,70.5882352941177,99.5098039215686,1.96078431372549,23.5294117647059,49.0196078431373,79.4117647058823,99.0196078431373,2.94117647058824,26.4705882352941,53.921568627451,74.5098039215686,100,1.96078431372549,21.078431372549,44.1176470588235,77.4509803921569,99.0196078431373,0.490196078431373,24.0196078431373,50.4901960784314,70.0980392156863,97.0588235294118,1.47058823529412,30.3921568627451,52.4509803921569,75.4901960784314,100,2.94117647058824,27.4509803921569,54.9019607843137,74.5098039215686,100,1.96078431372549,23.0392156862745,46.5686274509804,77.4509803921569,99.0196078431373,0.490196078431373,22.0588235294118,43.6274509803922,72.5490196078431,99.5098039215686,1.96078431372549,23.0392156862745,43.1372549019608,73.5294117647059,99.0196078431373,0.490196078431373,22.5490196078431,50.4901960784314,70.5882352941177,97.0588235294118,1.47058823529412,30.3921568627451,52.4509803921569,75.4901960784314,100,1.47058823529412,16.6666666666667,40.1960784313725,67.156862745098,99.5098039215686,1.96078431372549,25.9803921568627,51.9607843137255,76.4705882352941,100,0.490196078431373,20.5882352941176,40.6862745098039,57.3529411764706,96.078431372549,0.490196078431373,22.0588235294118,46.5686274509804,72.0588235294118,99.5098039215686,4.41176470588235,27.4509803921569,51.4705882352941,75.9803921568627,100,3.43137254901961,19.6078431372549,48.5294117647059,79.9019607843137,97.5490196078431,1.96078431372549,21.078431372549,50.9803921568627,71.078431372549,100,0.490196078431373,21.5686274509804,42.6470588235294,70.5882352941177,99.5098039215686,2.94117647058824,31.8627450980392,51.9607843137255,79.4117647058823,99.0196078431373
"6HFGB",2.72108843537415,29.2517006802721,60.5442176870748,80.2721088435374,100,0.680272108843537,19.7278911564626,36.734693877551,68.7074829931973,99.3197278911565,1.36054421768707,28.5714285714286,49.6598639455782,65.9863945578231,97.2789115646258,0.680272108843537,21.0884353741497,40.1360544217687,74.8299319727891,99.3197278911565,2.72108843537415,34.6938775510204,54.421768707483,80.2721088435374,100,1.36054421768707,11.5646258503401,53.7414965986395,68.0272108843537,88.4353741496599,1.36054421768707,27.891156462585,49.6598639455782,70.0680272108844,97.2789115646258,0.680272108843537,21.0884353741497,36.734693877551,68.7074829931973,99.3197278911565,2.72108843537415,31.2925170068027,60.5442176870748,80.2721088435374,100,0.680272108843537,21.0884353741497,39.4557823129252,68.7074829931973,99.3197278911565,2.72108843537415,31.9727891156463,55.7823129251701,82.312925170068,100,1.36054421768707,11.5646258503401,53.7414965986395,68.0272108843537,88.4353741496599,7.48299319727891,10.2040816326531,58.5034013605442,68.0272108843537,80.9523809523809,0.680272108843537,23.8095238095238,46.9387755102041,73.469387755102,100,2.72108843537415,20.4081632653061,48.2993197278912,78.2312925170068,96.5986394557823,0.680272108843537,22.4489795918367,55.7823129251701,78.2312925170068,100,3.40136054421769,35.3741496598639,55.1020408163265,73.469387755102,95.2380952380952,2.04081632653061,17.687074829932,34.0136054421769,60.5442176870748,99.3197278911565,0.680272108843537,23.1292517006803,44.8979591836735,63.9455782312925,97.2789115646258,2.72108843537415,29.2517006802721,60.5442176870748,80.2721088435374,100,1.36054421768707,19.047619047619,39.4557823129252,70.0680272108844,99.3197278911565
"3IVVA",4.82758620689655,31.0344827586207,56.551724137931,77.9310344827586,100,0.689655172413793,14.4827586206897,40.6896551724138,64.1379310344828,97.2413793103448,5.51724137931035,21.3793103448276,48.2758620689655,79.3103448275862,98.6206896551724,0.689655172413793,23.448275862069,44.1379310344828,73.7931034482759,100,5.51724137931035,30.3448275862069,48.2758620689655,80,99.3103448275862,4.82758620689655,22.0689655172414,53.7931034482759,71.7241379310345,94.4827586206897,5.51724137931035,21.3793103448276,47.5862068965517,77.2413793103448,98.6206896551724,0.689655172413793,14.4827586206897,37.2413793103448,64.1379310344828,97.2413793103448,4.82758620689655,31.0344827586207,56.551724137931,77.9310344827586,100,0.689655172413793,22.7586206896552,42.0689655172414,69.6551724137931,100,5.51724137931035,32.4137931034483,49.6551724137931,83.448275862069,99.3103448275862,4.82758620689655,22.0689655172414,53.7931034482759,71.7241379310345,94.4827586206897,4.82758620689655,29.6551724137931,53.7931034482759,71.0344827586207,91.7241379310345,0.689655172413793,21.3793103448276,46.8965517241379,72.4137931034483,99.3103448275862,17.2413793103448,38.6206896551724,62.7586206896552,84.8275862068966,100,4.82758620689655,33.7931034482759,55.1724137931034,73.1034482758621,99.3103448275862,5.51724137931035,15.8620689655172,48.2758620689655,75.8620689655172,98.6206896551724,0.689655172413793,19.3103448275862,38.6206896551724,73.7931034482759,100,0.689655172413793,24.8275862068966,49.6551724137931,77.2413793103448,98.6206896551724,4.82758620689655,31.0344827586207,56.551724137931,77.9310344827586,100,1.37931034482759,14.4827586206897,35.8620689655172,51.7241379310345,97.2413793103448
"2R16A",1.64835164835165,28.021978021978,51.0989010989011,73.6263736263736,99.4505494505494,0.549450549450549,22.5274725274725,44.5054945054945,71.4285714285714,97.8021978021978,3.84615384615385,23.6263736263736,50.5494505494505,77.4725274725275,100,0.549450549450549,25.2747252747253,43.956043956044,71.4285714285714,97.8021978021978,2.1978021978022,30.7692307692308,50.5494505494505,73.6263736263736,100,1.64835164835165,21.4285714285714,51.0989010989011,74.7252747252747,98.9010989010989,3.84615384615385,22.5274725274725,50.5494505494505,79.6703296703297,100,0.549450549450549,21.978021978022,41.2087912087912,70.8791208791209,97.8021978021978,1.64835164835165,29.6703296703297,52.7472527472527,73.6263736263736,99.4505494505494,0.549450549450549,25.2747252747253,43.956043956044,70.8791208791209,97.8021978021978,2.1978021978022,30.7692307692308,51.6483516483516,77.4725274725275,100,1.64835164835165,21.4285714285714,51.0989010989011,74.7252747252747,98.9010989010989,1.64835164835165,21.4285714285714,40.1098901098901,56.043956043956,98.9010989010989,0.549450549450549,24.1758241758242,50,76.9230769230769,100,2.1978021978022,16.4835164835165,47.2527472527473,67.5824175824176,94.5054945054945,1.64835164835165,21.4285714285714,43.956043956044,67.032967032967,98.9010989010989,3.2967032967033,23.6263736263736,51.6483516483516,77.4725274725275,100,0.549450549450549,28.021978021978,47.8021978021978,78.5714285714286,99.4505494505494,0.549450549450549,25.2747252747253,50.5494505494505,79.6703296703297,100,1.64835164835165,28.021978021978,51.0989010989011,73.6263736263736,99.4505494505494,1.0989010989011,14.2857142857143,42.3076923076923,70.8791208791209,93.4065934065934
"1PYTA",1.06382978723404,22.3404255319149,44.6808510638298,80.8510638297872,100,6.38297872340426,19.1489361702128,46.8085106382979,69.1489361702128,98.936170212766,4.25531914893617,24.468085106383,52.1276595744681,72.3404255319149,94.6808510638298,3.19148936170213,19.1489361702128,46.8085106382979,61.7021276595745,98.936170212766,2.12765957446809,22.3404255319149,50,78.7234042553192,97.8723404255319,1.06382978723404,25.531914893617,53.1914893617021,73.4042553191489,100,4.25531914893617,27.6595744680851,54.2553191489362,74.468085106383,94.6808510638298,6.38297872340426,19.1489361702128,46.8085106382979,61.7021276595745,98.936170212766,1.06382978723404,20.2127659574468,40.4255319148936,79.7872340425532,100,3.19148936170213,17.0212765957447,43.6170212765957,69.1489361702128,98.936170212766,2.12765957446809,26.5957446808511,50,76.5957446808511,97.8723404255319,1.06382978723404,25.531914893617,53.1914893617021,73.4042553191489,100,1.06382978723404,11.7021276595745,40.4255319148936,63.8297872340426,100,4.25531914893617,24.468085106383,50,72.3404255319149,98.936170212766,2.12765957446809,18.0851063829787,31.9148936170213,79.7872340425532,91.4893617021277,1.06382978723404,22.3404255319149,44.6808510638298,77.6595744680851,100,4.25531914893617,13.8297872340426,50,65.9574468085106,94.6808510638298,3.19148936170213,37.2340425531915,47.8723404255319,58.5106382978723,98.936170212766,4.25531914893617,21.2765957446809,46.8085106382979,67.0212765957447,95.7446808510638,1.06382978723404,22.3404255319149,44.6808510638298,80.8510638297872,100,7.4468085106383,32.9787234042553,55.3191489361702,74.468085106383,98.936170212766
"2Q6QA",4.05405405405405,20.2702702702703,45.9459459459459,68.9189189189189,97.2972972972973,1.35135135135135,37.8378378378378,54.0540540540541,86.4864864864865,100,2.7027027027027,25.6756756756757,50,70.2702702702703,98.6486486486486,1.35135135135135,37.8378378378378,60.8108108108108,85.1351351351351,100,2.7027027027027,18.9189189189189,39.1891891891892,64.8648648648649,94.5945945945946,8.10810810810811,20.2702702702703,47.2972972972973,79.7297297297297,98.6486486486486,2.7027027027027,25.6756756756757,48.6486486486486,70.2702702702703,98.6486486486486,1.35135135135135,35.1351351351351,54.0540540540541,86.4864864864865,100,4.05405405405405,20.2702702702703,45.9459459459459,68.9189189189189,97.2972972972973,1.35135135135135,37.8378378378378,60.8108108108108,83.7837837837838,90.5405405405405,2.7027027027027,18.9189189189189,44.5945945945946,66.2162162162162,100,8.10810810810811,20.2702702702703,47.2972972972973,79.7297297297297,98.6486486486486,8.10810810810811,20.2702702702703,43.2432432432432,71.6216216216216,97.2972972972973,1.35135135135135,22.972972972973,50,72.972972972973,100,9.45945945945946,24.3243243243243,45.9459459459459,60.8108108108108,94.5945945945946,1.35135135135135,20.2702702702703,43.2432432432432,68.9189189189189,97.2972972972973,2.7027027027027,25.6756756756757,48.6486486486486,70.2702702702703,98.6486486486486,6.75675675675676,22.972972972973,63.5135135135135,83.7837837837838,100,1.35135135135135,25.6756756756757,44.5945945945946,70.2702702702703,98.6486486486486,4.05405405405405,20.2702702702703,45.9459459459459,68.9189189189189,97.2972972972973,37.8378378378378,41.8918918918919,74.3243243243243,89.1891891891892,100
"6VIGA",2.66159695817491,26.9961977186312,51.3307984790875,73.3840304182509,97.7186311787072,0.380228136882129,17.1102661596958,47.148288973384,76.8060836501901,100,3.42205323193916,28.8973384030418,49.8098859315589,71.4828897338403,98.0988593155894,4.94296577946768,19.0114068441065,47.148288973384,73.0038022813688,100,2.66159695817491,29.277566539924,50.1901140684411,74.5247148288973,98.0988593155894,0.380228136882129,24.7148288973384,50.9505703422053,75.6653992395437,98.4790874524715,3.42205323193916,26.2357414448669,49.8098859315589,72.6235741444867,98.0988593155894,4.94296577946768,18.6311787072243,47.148288973384,73.7642585551331,100,0.380228136882129,24.7148288973384,50.1901140684411,76.425855513308,98.4790874524715,4.94296577946768,20.1520912547529,49.0494296577947,73.3840304182509,100,2.66159695817491,25.8555133079848,48.6692015209125,74.1444866920152,99.2395437262357,0.380228136882129,24.7148288973384,50.9505703422053,75.6653992395437,98.4790874524715,16.7300380228137,39.1634980988593,60.0760456273764,76.425855513308,97.7186311787072,0.380228136882129,24.3346007604563,49.4296577946768,75.6653992395437,100,2.66159695817491,18.2509505703422,40.3041825095057,68.0608365019011,96.5779467680608,0.380228136882129,23.9543726235741,51.7110266159696,78.3269961977186,98.8593155893536,3.80228136882129,26.2357414448669,50.5703422053232,66.1596958174905,99.6197718631179,3.04182509505703,20.1520912547529,46.3878326996198,69.2015209125475,100,3.42205323193916,27.7566539923954,48.2889733840304,71.4828897338403,98.8593155893536,2.66159695817491,26.9961977186312,51.3307984790875,73.3840304182509,97.7186311787072,0.380228136882129,16.3498098859316,49.4296577946768,77.9467680608365,100
"6TUNC",6.49350649350649,25.974025974026,50.6493506493507,76.6233766233766,97.4025974025974,1.2987012987013,2.5974025974026,33.7662337662338,59.7402597402597,100,5.19480519480519,19.4805194805195,49.3506493506493,66.2337662337662,98.7012987012987,1.2987012987013,3.8961038961039,35.0649350649351,64.9350649350649,100,5.19480519480519,28.5714285714286,51.9480519480519,76.6233766233766,98.7012987012987,7.79220779220779,20.7792207792208,40.2597402597403,75.3246753246753,97.4025974025974,5.19480519480519,22.0779220779221,49.3506493506493,66.2337662337662,98.7012987012987,1.2987012987013,2.5974025974026,33.7662337662338,59.7402597402597,100,6.49350649350649,25.974025974026,50.6493506493507,76.6233766233766,97.4025974025974,1.2987012987013,6.49350649350649,42.8571428571429,67.5324675324675,100,2.5974025974026,24.6753246753247,50.6493506493507,68.8311688311688,98.7012987012987,7.79220779220779,20.7792207792208,40.2597402597403,75.3246753246753,97.4025974025974,7.79220779220779,16.8831168831169,37.6623376623377,81.8181818181818,97.4025974025974,1.2987012987013,24.6753246753247,54.5454545454545,75.3246753246753,100,6.49350649350649,28.5714285714286,42.8571428571429,51.9480519480519,87.012987012987,7.79220779220779,25.974025974026,48.0519480519481,76.6233766233766,98.7012987012987,3.8961038961039,18.1818181818182,49.3506493506493,63.6363636363636,100,1.2987012987013,24.6753246753247,42.8571428571429,64.9350649350649,93.5064935064935,1.2987012987013,18.1818181818182,45.4545454545455,63.6363636363636,98.7012987012987,6.49350649350649,25.974025974026,50.6493506493507,76.6233766233766,97.4025974025974,2.5974025974026,3.8961038961039,35.0649350649351,70.1298701298701,100
"5Y59B",1.50753768844221,28.643216080402,58.7939698492462,76.3819095477387,98.4924623115578,0.50251256281407,15.5778894472362,37.6884422110553,56.78391959799,100,3.51758793969849,27.1356783919598,54.7738693467337,74.3718592964824,98.9949748743719,0.50251256281407,21.608040201005,40.7035175879397,70.3517587939699,100,1.50753768844221,30.6532663316583,57.286432160804,76.8844221105528,98.9949748743719,3.51758793969849,18.5929648241206,42.713567839196,63.8190954773869,95.4773869346734,3.51758793969849,24.6231155778894,54.2713567839196,74.3718592964824,98.9949748743719,0.50251256281407,15.5778894472362,37.6884422110553,61.3065326633166,100,1.50753768844221,28.643216080402,57.7889447236181,76.3819095477387,98.4924623115578,0.50251256281407,19.5979899497487,45.7286432160804,70.3517587939699,100,1.50753768844221,30.1507537688442,55.2763819095477,76.8844221105528,98.9949748743719,3.51758793969849,18.5929648241206,42.713567839196,63.8190954773869,95.4773869346734,8.5427135678392,19.0954773869347,43.7185929648241,78.391959798995,93.4673366834171,0.50251256281407,24.1206030150754,46.2311557788945,70.8542713567839,100,1.50753768844221,30.1507537688442,69.3467336683417,76.3819095477387,98.4924623115578,1.50753768844221,29.6482412060301,54.7738693467337,76.3819095477387,98.4924623115578,2.51256281407035,24.1206030150754,44.7236180904523,71.356783919598,99.4974874371859,0.50251256281407,18.0904522613065,45.7286432160804,70.3517587939699,100,3.51758793969849,32.1608040201005,54.7738693467337,74.3718592964824,98.9949748743719,1.50753768844221,28.643216080402,58.7939698492462,76.3819095477387,98.4924623115578,0.50251256281407,12.5628140703518,34.6733668341709,52.7638190954774,100
"4ROCA",0.833333333333333,19.7222222222222,54.4444444444444,76.1111111111111,99.4444444444444,0.277777777777778,25.8333333333333,50.2777777777778,78.6111111111111,100,1.66666666666667,24.1666666666667,43.8888888888889,65,98.8888888888889,0.277777777777778,25.8333333333333,51.6666666666667,79.7222222222222,100,0.833333333333333,24.1666666666667,49.4444444444444,73.3333333333333,99.4444444444444,2.22222222222222,20,43.3333333333333,65.8333333333333,97.2222222222222,1.66666666666667,23.0555555555556,41.9444444444444,63.0555555555556,98.8888888888889,0.277777777777778,29.4444444444444,52.5,80.2777777777778,100,0.833333333333333,19.7222222222222,54.4444444444444,75.5555555555556,99.4444444444444,0.277777777777778,25.5555555555556,50.5555555555556,75.8333333333333,98.6111111111111,0.555555555555556,24.7222222222222,51.1111111111111,77.2222222222222,100,2.22222222222222,20,43.3333333333333,65.8333333333333,97.2222222222222,2.22222222222222,15.2777777777778,52.7777777777778,70.5555555555556,97.2222222222222,0.277777777777778,24.7222222222222,48.6111111111111,75.2777777777778,100,1.11111111111111,28.8888888888889,58.0555555555556,73.8888888888889,95,1.11111111111111,24.1666666666667,50.8333333333333,70.5555555555556,98.0555555555556,1.66666666666667,20.8333333333333,40.2777777777778,66.1111111111111,98.8888888888889,0.277777777777778,29.4444444444444,56.6666666666667,80.2777777777778,100,0.277777777777778,23.6111111111111,48.0555555555556,70,98.8888888888889,0.833333333333333,19.7222222222222,54.4444444444444,76.1111111111111,99.4444444444444,0.555555555555556,25.8333333333333,46.6666666666667,81.1111111111111,100
