"","Xc1.A","Xc1.R","Xc1.N","Xc1.D","Xc1.C","Xc1.E","Xc1.Q","Xc1.G","Xc1.H","Xc1.I","Xc1.L","Xc1.K","Xc1.M","Xc1.F","Xc1.P","Xc1.S","Xc1.T","Xc1.W","Xc1.Y","Xc1.V","Xc2.lambda.1"
"2Z5BB",8.2939258839784,4.60773660221022,10.1370205248625,13.8232098066307,1.84309464088409,11.0585678453045,7.37237856353635,9.21547320442044,2.76464196132613,9.21547320442044,16.5878517679568,11.0585678453045,5.52928392265226,5.52928392265226,5.52928392265226,14.7447571270727,7.37237856353635,0.921547320442044,6.45083124309431,12.9016624861886,0.0784526795579559
"4P0TA",11.9843621929449,9.21874014841918,4.60937007420959,6.45311810389342,4.60937007420959,7.37499211873534,5.53124408905151,9.21874014841918,7.37499211873534,4.60937007420959,29.4999684749414,6.45311810389342,2.76562204452575,4.60937007420959,7.37499211873534,15.6718582523126,7.37499211873534,0,2.76562204452575,14.7499842374707,0.0781259851580825
"4K1CA",36.3948008801794,7.46560018054962,16.7976004062367,13.0648003159618,2.79960006770611,14.9312003610992,11.1984002708244,26.1296006319237,10.2652002482557,31.7288007673359,59.724801444397,11.1984002708244,11.1984002708244,24.2632005867863,14.9312003610992,30.7956007447672,26.1296006319237,3.73280009027481,8.39880020311833,31.7288007673359,0.0667999774312969
"3VBCA",13.8917300228088,2.77834600456177,4.63057667426961,8.3350380136853,6.48280734397745,6.48280734397745,8.3350380136853,5.55669200912353,6.48280734397745,3.70446133941569,19.4484220319324,7.40892267883138,2.77834600456177,8.3350380136853,6.48280734397745,11.1133840182471,8.3350380136853,1.85223066970784,5.55669200912353,12.039499353101,0.073884665146078
"5UTKA",12.8470991189738,11.0117992448347,19.2706486784607,11.0117992448347,0.917649937069555,19.2706486784607,15.6000489301824,16.517698867252,7.34119949655644,20.1882986155302,24.776548300878,14.6823989931129,1.83529987413911,6.42354955948689,22.0235984896693,22.9412484267389,18.3529987413911,4.58824968534778,10.0941493077651,19.2706486784607,0.082350062930445
"3L46A",2.77387135912531,2.77387135912531,3.69849514550041,4.62311893187552,1.84924757275021,12.9447330092514,4.62311893187552,7.39699029100083,6.47236650462572,2.77387135912531,8.32161407737593,6.47236650462572,5.54774271825062,5.54774271825062,5.54774271825062,5.54774271825062,4.62311893187552,1.84924757275021,4.62311893187552,5.54774271825062,0.0753762136248968
"3MXOA",13.5861276198439,17.2090949851356,5.43445104793756,9.96316025455219,2.71722552396878,11.774643937198,4.52870920661463,10.8689020958751,9.05741841322926,14.4918694611668,17.2090949851356,7.24593473058341,2.71722552396878,5.43445104793756,10.8689020958751,11.774643937198,10.8689020958751,1.81148368264585,6.34019288926048,9.05741841322926,0.094258158677074
"3QIKA",5.48003796660056,7.30671728880074,5.48003796660056,3.65335864440037,0.913339661100093,8.22005694990083,4.56669830550046,4.56669830550046,0,5.48003796660056,12.7867552554013,8.22005694990083,0,4.56669830550046,2.74001898330028,6.39337762770065,0.913339661100093,0,1.82667932220019,9.13339661100093,0.0866603388999072
"6WUDB",3.64666842085602,0.911667105214005,6.38166973649803,3.64666842085602,0.911667105214005,5.47000263128403,0.911667105214005,3.64666842085602,0,4.55833552607002,0.911667105214005,2.73500131564201,0.911667105214005,4.55833552607002,0.911667105214005,2.73500131564201,2.73500131564201,1.82333421042801,0.911667105214005,1.82333421042801,0.0883328947859956
"2F6MB",5.53507252856169,1.84502417618723,6.45758461665531,9.22512088093616,0,8.30260879284254,4.61256044046808,1.84502417618723,2.76753626428085,10.1476329690298,8.30260879284254,8.30260879284254,0.922512088093616,4.61256044046808,0.922512088093616,8.30260879284254,8.30260879284254,0,4.61256044046808,5.53507252856169,0.0774879119063843
"6R2WL",6.42920080938358,6.42920080938358,4.59228629241684,7.34765806786694,13.7768588772505,15.6137733942173,6.42920080938358,10.103029843317,2.7553717754501,5.51074355090021,9.18457258483368,7.34765806786694,0,5.51074355090021,5.51074355090021,11.0214871018004,5.51074355090021,0.918457258483368,4.59228629241684,2.7553717754501,0.0815427415166318
"2Y9MB",7.34566010503453,5.50924507877589,3.67283005251726,11.0184901575518,4.59103756564658,6.42745259190521,2.75462253938795,8.26386761816384,1.83641502625863,9.18207513129316,7.34566010503453,11.0184901575518,3.67283005251726,4.59103756564658,2.75462253938795,11.0184901575518,4.59103756564658,1.83641502625863,1.83641502625863,10.1002826444225,0.0817924868706844
"4KMDA",22.0511842686129,18.3759868905107,8.26919410072983,21.1323849240874,4.59399672262769,32.1579770583938,14.7007895124086,33.9955757474449,21.1323849240874,18.3759868905107,41.3459705036492,11.0255921343064,8.26919410072983,17.4571875459852,37.670773125547,33.9955757474449,23.888782957664,8.26919410072983,10.1067927897809,21.1323849240874,0.081200655474463
"2GUZB",2.72061512849982,3.62748683799977,5.44123025699965,3.62748683799977,0.906871709499941,7.25497367599953,1.81374341899988,2.72061512849982,0,2.72061512849982,6.34810196649959,7.25497367599953,1.81374341899988,2.72061512849982,0,3.62748683799977,0.906871709499941,0.906871709499941,2.72061512849982,1.81374341899988,0.0931282905000588
"2WP7A",3.6869829040977,5.53047435614655,7.3739658081954,5.53047435614655,1.84349145204885,11.0609487122931,5.53047435614655,15.6696773424152,2.76523717807327,8.29571153421982,17.5131687944641,4.60872863012212,1.84349145204885,9.21745726024425,12.9044401643419,16.5914230684396,8.29571153421982,0.921745726024425,5.53047435614655,10.1392029862687,0.0782542739755751
"4ENZA",46.9215137665576,36.8011872678883,48.761573129952,61.6419886737129,13.8004452254581,74.5224042174738,30.3609794960078,70.842285490685,37.7212169495855,53.361721538438,68.0821964455934,60.7219589920157,23.0007420424302,47.8415434482548,46.0014840848604,56.1218105835297,69.0022261272906,17.4805639522469,58.8818996286213,57.9618699469241,0.0799703183027924
"3FWCB",4.59015958544861,5.50819150253833,3.67212766835889,4.59015958544861,0,7.34425533671778,2.75409575126917,0.918031917089722,0.918031917089722,5.50819150253833,6.42622341962806,8.2622872538075,1.83606383417944,4.59015958544861,0,7.34425533671778,3.67212766835889,0.918031917089722,3.67212766835889,5.50819150253833,0.0819680829102777
"5BOWA",11.9132675428183,7.33124156481129,2.74921558680423,5.49843117360847,5.49843117360847,12.8296727384198,8.2476467604127,10.9968623472169,0,5.49843117360847,12.8296727384198,6.41483636920988,0.916405195601411,7.33124156481129,9.16405195601411,10.0804571516155,7.33124156481129,2.74921558680423,5.49843117360847,5.49843117360847,0.0835948043985889
"1IO0A",10.171033209733,7.397115061624,22.191345184872,6.472475678921,0.924639382703,12.944951357842,5.547836296218,6.472475678921,0.924639382703,9.24639382703,20.342066419466,12.020311975139,5.547836296218,4.623196913515,9.24639382703,11.095672592436,11.095672592436,0,2.773918148109,12.020311975139,0.0753606172969999
"6ONBA",11.0784954577998,8.30887159334986,7.38566363853321,5.53924772889991,3.69283181926661,9.23207954816651,4.61603977408326,2.76962386444995,8.30887159334986,3.69283181926661,8.30887159334986,3.69283181926661,0.923207954816651,0.923207954816651,6.46245568371656,7.38566363853321,5.53924772889991,2.76962386444995,3.69283181926661,11.0784954577998,0.0767920451833486
"2OBDA",22.9381162285623,11.0102957897099,11.0102957897099,25.6906901759898,4.58762324571247,22.0205915794198,24.7731655268473,24.7731655268473,11.9278204388524,33.0308873691298,47.7112817554097,23.8556408777048,11.0102957897099,27.5257394742748,14.6803943862799,43.1236585096972,27.5257394742748,4.58762324571247,9.17524649142493,35.7834613165572,0.0824753508575065
"4QAMB",11.031448150616,6.43501142119268,1.83857469176934,15.6278848800394,1.83857469176934,21.1436089553474,11.031448150616,8.27358611296201,3.67714938353867,10.1121608047313,17.4664595718087,11.031448150616,5.51572407530801,7.35429876707734,11.031448150616,13.78931018827,6.43501142119268,0.919287345884668,7.35429876707734,12.8700228423854,0.0807126541153319
"3OSTA",1.84526237876596,2.76789356814893,6.45841832568084,2.76789356814893,0,7.38104951506382,2.76789356814893,8.3036807044468,7.38104951506382,11.0715742725957,18.4526237876596,17.5299925982766,2.76789356814893,4.61315594691489,3.69052475753191,5.53578713629787,7.38104951506382,0.922631189382978,1.84526237876596,4.61315594691489,0.0773688106170226
"7KPUA",13.6222170292426,11.8059214253436,6.35703461364653,12.7140692272931,6.35703461364653,17.2548082370406,7.26518241559604,9.08147801949504,2.72444340584851,5.44888681169703,13.6222170292426,12.7140692272931,7.26518241559604,10.8977736233941,4.54073900974752,12.7140692272931,7.26518241559604,4.54073900974752,6.35703461364653,12.7140692272931,0.0918521980504956
"6HFGB",6.45644013989348,6.45644013989348,2.76704577424006,2.76704577424006,3.68939436565342,11.0681830969603,10.1458345055469,11.9905316883736,0.922348591413354,4.61174295706677,12.912880279787,6.45644013989348,3.68939436565342,7.37878873130683,3.68939436565342,17.5246232368537,8.30113732272019,2.76704577424006,1.84469718282671,10.1458345055469,0.0776514085866457
"3IVVA",5.43779413644161,6.34409315918188,5.43779413644161,8.15669120466242,3.62519609096108,9.96928925014296,2.71889706822081,9.96928925014296,0,3.62519609096108,13.594485341104,14.5007843638443,2.71889706822081,9.96928925014296,2.71889706822081,13.594485341104,3.62519609096108,2.71889706822081,3.62519609096108,9.06299022740269,0.0937009772597312
"2R16A",9.95678057389424,13.5774280553103,9.05161870354022,10.8619424442483,1.81032374070804,9.05161870354022,5.43097122212413,13.5774280553103,4.52580935177011,8.1464568331862,17.1980755367264,5.43097122212413,6.33613309247815,7.24129496283218,2.71548561106207,10.8619424442483,12.6722661849563,0.905161870354022,5.43097122212413,9.95678057389424,0.0948381296459781
"1PYTA",5.4555806496362,5.4555806496362,0,6.36484409124224,0,10.0018978576664,8.18337097445431,4.54631720803017,2.7277903248181,4.54631720803017,8.18337097445431,2.7277903248181,1.81852688321207,4.54631720803017,4.54631720803017,4.54631720803017,1.81852688321207,0.909263441606034,0.909263441606034,8.18337097445431,0.0907365583939659
"2Q6QA",2.72801431989177,2.72801431989177,5.45602863978355,3.63735242652236,0,8.18404295967532,4.54669053315296,0,0,4.54669053315296,9.09338106630591,11.8213953861977,0.909338106630591,3.63735242652236,0.909338106630591,3.63735242652236,2.72801431989177,0,0.909338106630591,1.81867621326118,0.0906618933694089
"6VIGA",13.857651706998,10.1622779184652,8.3145910241988,12.0099648127316,0.9238434471332,14.7814951541312,9.238434471332,9.238434471332,17.5530254955308,11.0861213655984,44.3444854623936,10.1622779184652,14.7814951541312,7.3907475770656,8.3145910241988,20.3245558369304,10.1622779184652,2.7715303413996,5.5430606827992,12.0099648127316,0.0761565528667997
"6TUNC",0,2.76466080394134,7.37242881051023,5.52932160788267,0,10.1370896144516,1.84310720262756,0.921553601313779,0,4.60776800656889,6.45087520919645,11.9801968170791,0.921553601313779,2.76466080394134,1.84310720262756,0.921553601313779,3.68621440525511,0,2.76466080394134,6.45087520919645,0.0784463986862215
"5Y59B",5.565305904379,5.565305904379,12.0581627928212,12.0581627928212,4.63775492031584,12.9857137768843,11.130611808758,2.7826529521895,1.85510196812633,16.695917713137,19.4785706653265,13.9132647609475,4.63775492031584,5.565305904379,4.63775492031584,20.4061216493897,12.9857137768843,1.85510196812633,4.63775492031584,11.130611808758,0.072449015936833
"4ROCA",27.4315065006974,26.5171229506741,7.31506840018596,12.8013697003254,10.0582190502557,18.2876710004649,22.8595887505811,16.4589039004184,4.57191775011623,8.22945195020921,43.8904104011158,13.7157532503487,5.48630130013947,7.31506840018596,24.6883558506276,23.7739723006044,16.4589039004184,4.57191775011623,8.22945195020921,26.5171229506741,0.0856164499767546
"5WRIA",18.2606721292755,17.3476385228117,9.13033606463773,14.6085377034204,4.56516803231887,13.6955040969566,6.39123524524641,18.2606721292755,14.6085377034204,14.6085377034204,31.0431426197683,21.9128065551306,14.6085377034204,7.30426885171018,18.2606721292755,20.086739342203,13.6955040969566,4.56516803231887,9.13033606463773,20.086739342203,0.086966393536227
"6NYQC",31.2835272950881,14.7216599035709,17.4819711354904,11.0412449276782,7.36082995178543,12.8814524156245,17.4819711354904,30.3634235511149,7.36082995178543,8.28093369575861,47.8453946866053,3.68041497589272,7.36082995178543,21.1623861113831,34.0438385270076,40.4845647348199,15.641763647544,11.0412449276782,8.28093369575861,23.9226973433027,0.0798962560268206
"6IKNA",18.2972744377511,17.3824107158635,10.9783646626506,16.467546993976,4.57431860943777,34.7648214317271,21.0418656034137,9.14863721887554,13.7229558283133,10.0635009407631,29.2756391004017,32.9350939879519,11.8932283845382,8.23377349698799,8.23377349698799,14.6378195502009,16.467546993976,4.57431860943777,5.48918233132532,14.6378195502009,0.0851362781124459
"3F1IC",1.85838271504507,0.929191357522534,1.85838271504507,9.29191357522534,0.929191357522534,8.3627222177028,4.64595678761267,0.929191357522534,2.7875740725676,2.7875740725676,13.0086790053155,4.64595678761267,5.5751481451352,0.929191357522534,3.71676543009013,4.64595678761267,1.85838271504507,0,0.929191357522534,1.85838271504507,0.0708086424774665
"2CJTA",5.47187289508306,4.55989407923588,4.55989407923588,7.29583052677741,1.82395763169435,8.20780934262458,5.47187289508306,10.0317669743189,1.82395763169435,7.29583052677741,10.9437457901661,7.29583052677741,3.6479152633887,5.47187289508306,3.6479152633887,6.38385171093023,10.0317669743189,4.55989407923588,0.911978815847176,10.0317669743189,0.088021184152824
"2PQRC",5.52433790893615,2.76216895446807,3.68289193929077,1.84144596964538,0,2.76216895446807,5.52433790893615,4.60361492411346,1.84144596964538,3.68289193929077,4.60361492411346,2.76216895446807,0.920722984822691,4.60361492411346,2.76216895446807,4.60361492411346,2.76216895446807,0,1.84144596964538,1.84144596964538,0.0792770151773087
"6J8YA",21.9472489833413,14.6314993222275,5.48681224583532,10.9736244916706,9.1446870763922,15.5459680298667,10.0591557840314,15.5459680298667,6.40128095347454,8.23021836875298,34.7498108902903,10.9736244916706,5.48681224583532,15.5459680298667,9.1446870763922,21.9472489833413,10.9736244916706,0,3.65787483055688,16.460436737506,0.0855312923607802
"1GS9A",13.465660062354,16.1587920748248,0,6.28397469576519,0,20.6473454289428,16.1587920748248,6.28397469576519,0.897710670823599,0,22.44276677059,7.18168536658879,3.5908426832944,0.897710670823599,2.6931320124708,7.18168536658879,7.18168536658879,3.5908426832944,3.5908426832944,9.87481737905959,0.102289329176401
"4L0NA",3.59025716587945,4.48782145734931,0.897564291469861,4.48782145734931,0,5.38538574881917,2.69269287440958,0,0,1.79512858293972,7.18051433175889,3.59025716587945,4.48782145734931,1.79512858293972,1.79512858293972,1.79512858293972,0.897564291469861,0,0.897564291469861,0,0.102435708530139
"5C40A",36.2979160068882,8.37644215543574,13.9607369257262,13.0300211306778,7.44572636038732,18.6143159009683,13.0300211306778,23.2678948762104,8.37644215543574,15.8221685158231,28.8521896465009,13.9607369257262,6.51501056533891,11.168589540581,11.168589540581,19.5450316960167,23.2678948762104,0.930715795048415,7.44572636038732,26.0600422613556,0.0692842049515845
"1R6JA",4.65641829678688,1.86256731871475,4.65641829678688,4.65641829678688,0.931283659357376,1.86256731871475,1.86256731871475,7.45026927485901,2.79385097807213,10.2441202529311,3.7251346374295,4.65641829678688,2.79385097807213,2.79385097807213,1.86256731871475,6.51898561550163,8.38155293421638,0,0,4.65641829678688,0.0687163406426244
"6SB1A",13.7928299138979,5.51713196555917,14.7123519081578,13.7928299138979,14.7123519081578,11.9537859253782,11.0342639311183,22.9880498564965,8.27569794833875,7.35617595407889,22.0685278622367,17.4709178909374,3.67808797703945,16.5513958966775,16.5513958966775,20.229483873717,19.3099618794571,2.75856598277959,7.35617595407889,21.1490058679768,0.0804780057401384
"7A3FA",46.606815134159,42.0375195327709,26.5019144880512,35.6405056908275,12.7940276838868,63.9701384194339,34.7266465705498,56.6592654572129,37.4682239313827,31.985069209717,73.1087296222102,43.8652377733261,15.5356050447197,43.8652377733261,50.2622516152695,61.228561058601,36.5543648111051,15.5356050447197,35.6405056908275,56.6592654572129,0.0861408797223725
"4YU8A",10.1521746207944,2.76877489658028,3.69169986210704,3.69169986210704,9.22924965526759,10.1521746207944,6.46047475868732,7.38339972421408,4.6146248276338,5.53754979316056,11.9980245518479,6.46047475868732,3.69169986210704,2.76877489658028,10.1521746207944,11.0750995863211,3.69169986210704,1.84584993105352,1.84584993105352,11.0750995863211,0.0770750344732406
"6W4KB",10.0550659162096,8.22687211326238,7.31277521178878,5.48458140884158,0.914096901473598,10.9691628176832,10.0550659162096,4.57048450736799,0,7.31277521178878,9.14096901473598,9.14096901473598,1.8281938029472,4.57048450736799,3.65638760589439,5.48458140884158,5.48458140884158,1.8281938029472,2.74229070442079,11.8832597191568,0.0859030985264025
"2ZPTX",9.14177378416203,10.0559511625782,11.8843059194106,15.5410154330754,2.74253213524861,26.5111439740699,6.39924164891342,9.14177378416203,5.48506427049722,20.1119023251565,17.3693701899079,25.5969665956537,11.8843059194106,14.6268380546592,14.6268380546592,19.1977249467403,9.14177378416203,8.22759640574582,14.6268380546592,17.3693701899079,0.0858226215837973
"3T6QC",6.41367257556556,5.49743363619906,9.16238939366509,7.32991151493207,5.49743363619906,8.24615045429858,9.16238939366509,10.9948672723981,1.83247787873302,8.24615045429858,13.7435840904976,5.49743363619906,0.916238939366509,5.49743363619906,6.41367257556556,10.9948672723981,4.58119469683255,0.916238939366509,6.41367257556556,5.49743363619906,0.0837610606334908
"4CVOA",4.59703353539443,2.75822012123666,1.83881341415777,6.43584694955221,0.919406707078886,6.43584694955221,9.19406707078886,2.75822012123666,0.919406707078886,3.67762682831555,9.19406707078886,1.83881341415777,0.919406707078886,0,1.83881341415777,7.35525365663109,2.75822012123666,0,1.83881341415777,7.35525365663109,0.0805932929211135
"1XIWB",0,5.43613921850011,2.71806960925006,6.34216242158347,3.62409281233341,5.43613921850011,1.8120464061667,4.53011601541676,0.906023203083352,6.34216242158347,6.34216242158347,3.62409281233341,1.8120464061667,0.906023203083352,1.8120464061667,3.62409281233341,6.34216242158347,0.906023203083352,2.71806960925006,6.34216242158347,0.0939767969166475
"4ZGYB",8.2358655038422,10.9811540051229,4.57548083546789,7.32076933674862,1.83019233418715,9.15096167093577,1.83019233418715,7.32076933674862,8.2358655038422,5.49057700256146,12.8113463393101,4.57548083546789,1.83019233418715,9.15096167093577,5.49057700256146,8.2358655038422,6.40567316965504,0.915096167093577,2.74528850128073,6.40567316965504,0.0849038329064228
"5UUKA",5.45770362307614,5.45770362307614,9.0961727051269,6.36732089358883,2.72885181153807,10.9154072461523,9.0961727051269,10.0057899756396,0,10.9154072461523,9.0961727051269,10.0057899756396,2.72885181153807,9.0961727051269,4.54808635256345,6.36732089358883,6.36732089358883,2.72885181153807,4.54808635256345,12.7346417871777,0.0903827294873098
"2Z84A",10.0101425381213,10.0101425381213,3.64005183204412,9.10012958011029,9.10012958011029,10.0101425381213,6.3700907060772,30.030427614364,12.7401814121544,2.73003887403309,25.4803628243088,5.46007774806618,1.82002591602206,5.46007774806618,13.6501943701654,11.8301684541434,6.3700907060772,5.46007774806618,8.19011662209926,10.9201554961324,0.0899870419889707
"6G7WA",19.4573171644602,9.26538912593342,20.3838560770535,20.3838560770535,3.70615565037337,16.6777004266802,11.1184669511201,34.2819397659536,13.8980836889001,19.4573171644602,26.8696284652069,21.3103949896469,6.48577238815339,11.1184669511201,14.8246226014935,24.0900117274269,22.2369339022402,5.55923347556005,5.55923347556005,26.8696284652069,0.0734610874066583
"7KQQA",24.7679831488998,17.4293214751517,6.42132896452957,22.9333177304628,6.42132896452957,19.2639868935887,9.1733270921851,26.6026485673368,8.25599438296659,11.9253252198406,31.1893121134293,12.8426579290591,6.42132896452957,10.0906598014036,10.0906598014036,22.0159850212442,13.7599906382777,4.58666354609255,2.75199812765553,22.0159850212442,0.0826672907814899
"4WY4C",7.36059590066688,7.36059590066688,0.92007448758336,3.68029795033344,0,7.36059590066688,5.52044692550016,1.84014897516672,0.92007448758336,2.76022346275008,6.44052141308352,5.52044692550016,2.76022346275008,0.92007448758336,0,8.28067038825024,2.76022346275008,0,1.84014897516672,5.52044692550016,0.0799255124166396
"4COFA",20.026337380237,20.026337380237,14.5646090038087,19.1160493174989,3.64115225095218,11.8337448155946,8.1925925646424,17.2954731920229,3.64115225095218,21.8469135057131,31.8600821958316,10.0131686901185,10.9234567528565,19.1160493174989,14.5646090038087,17.2954731920229,25.4880657566653,6.37201643916631,20.026337380237,27.3086418821413,0.0897119372619553
