"","prop1.Tr1221","prop1.Tr1331","prop1.Tr2332","prop2.Tr1221","prop2.Tr1331","prop2.Tr2332","prop3.Tr1221","prop3.Tr1331","prop3.Tr2332","prop4.Tr1221","prop4.Tr1331","prop4.Tr2332","prop5.Tr1221","prop5.Tr1331","prop5.Tr2332","prop6.Tr1221","prop6.Tr1331","prop6.Tr2332","prop7.Tr1221","prop7.Tr1331","prop7.Tr2332"
"2AGKA",0.185328185328185,0.293436293436293,0.16988416988417,0.274131274131274,0.173745173745174,0.212355212355212,0.158301158301158,0.328185328185328,0.181467181467181,0.277992277992278,0.154440154440154,0.231660231660232,0.185328185328185,0.0463320463320463,0.208494208494208,0.258687258687259,0.22007722007722,0.16988416988417,0.362934362934363,0.142857142857143,0.115830115830116
"4GEIA",0.268456375838926,0.241610738255034,0.140939597315436,0.261744966442953,0.134228187919463,0.241610738255034,0.134228187919463,0.302013422818792,0.208053691275168,0.261744966442953,0.120805369127517,0.25503355704698,0.221476510067114,0.0201342281879195,0.221476510067114,0.355704697986577,0.221476510067114,0.147651006711409,0.302013422818792,0.187919463087248,0.208053691275168
"3G5BA",0.205445544554455,0.190594059405941,0.277227722772277,0.321782178217822,0.168316831683168,0.153465346534653,0.242574257425743,0.235148514851485,0.200495049504951,0.329207920792079,0.131188118811881,0.190594059405941,0.146039603960396,0.0123762376237624,0.165841584158416,0.232673267326733,0.242574257425743,0.136138613861386,0.26980198019802,0.292079207920792,0.126237623762376
"2W18A",0.183098591549296,0.188732394366197,0.261971830985915,0.298591549295775,0.135211267605634,0.163380281690141,0.236619718309859,0.225352112676056,0.180281690140845,0.27887323943662,0.109859154929577,0.188732394366197,0.0985915492957746,0.0253521126760563,0.171830985915493,0.247887323943662,0.191549295774648,0.146478873239437,0.259154929577465,0.250704225352113,0.112676056338028
"7JV7C",0.240677966101695,0.254237288135593,0.155932203389831,0.24406779661017,0.183050847457627,0.196610169491525,0.111864406779661,0.308474576271186,0.220338983050847,0.24406779661017,0.169491525423729,0.210169491525424,0.179661016949153,0.0508474576271186,0.220338983050847,0.261016949152542,0.216949152542373,0.149152542372881,0.271186440677966,0.155932203389831,0.223728813559322
"3F5CB",0.232209737827715,0.224719101123595,0.183520599250936,0.307116104868914,0.108614232209738,0.191011235955056,0.161048689138577,0.262172284644195,0.209737827715356,0.265917602996255,0.0823970037453183,0.217228464419476,0.138576779026217,0.0112359550561798,0.213483146067416,0.280898876404494,0.232209737827715,0.108614232209738,0.250936329588015,0.243445692883895,0.205992509363296
"3VLDA",0.18436873747495,0.274549098196393,0.188376753507014,0.264529058116232,0.164328657314629,0.208416833667335,0.18436873747495,0.326653306613226,0.148296593186373,0.238476953907816,0.134268537074148,0.238476953907816,0.170340681362725,0.032064128256513,0.232464929859719,0.282565130260521,0.238476953907816,0.162324649298597,0.306613226452906,0.178356713426854,0.152304609218437
"3P2TA",0.246153846153846,0.0923076923076923,0.266666666666667,0.287179487179487,0.297435897435897,0.102564102564103,0.271794871794872,0.138461538461538,0.241025641025641,0.266666666666667,0.215384615384615,0.184615384615385,0.153846153846154,0.0307692307692308,0.133333333333333,0.184615384615385,0.287179487179487,0.164102564102564,0.153846153846154,0.297435897435897,0.184615384615385
"4UYRA",0.171428571428571,0.238095238095238,0.223809523809524,0.252380952380952,0.19047619047619,0.157142857142857,0.2,0.3,0.157142857142857,0.261904761904762,0.161904761904762,0.185714285714286,0.0714285714285714,0.00476190476190476,0.166666666666667,0.214285714285714,0.19047619047619,0.30952380952381,0.276190476190476,0.295238095238095,0.133333333333333
"5B64B",0.216,0.248,0.152,0.232,0.152,0.184,0.136,0.28,0.184,0.24,0.144,0.192,0.208,0.048,0.224,0.208,0.304,0.08,0.328,0.208,0.136
"2HV8D",0.174603174603175,0.253968253968254,0.222222222222222,0.317460317460317,0.142857142857143,0.19047619047619,0.206349206349206,0.26984126984127,0.158730158730159,0.317460317460317,0.142857142857143,0.19047619047619,0.142857142857143,0.0317460317460317,0.253968253968254,0.253968253968254,0.174603174603175,0.19047619047619,0.26984126984127,0.222222222222222,0.158730158730159
"3BCYA",0.292207792207792,0.207792207792208,0.181818181818182,0.25974025974026,0.214285714285714,0.266233766233766,0.123376623376623,0.318181818181818,0.25974025974026,0.246753246753247,0.162337662337662,0.318181818181818,0.168831168831169,0.038961038961039,0.246753246753247,0.279220779220779,0.227272727272727,0.11038961038961,0.279220779220779,0.181818181818182,0.220779220779221
"4LXRJ",0.247787610619469,0.247787610619469,0.168141592920354,0.283185840707965,0.15929203539823,0.150442477876106,0.185840707964602,0.283185840707965,0.20353982300885,0.238938053097345,0.0973451327433628,0.212389380530973,0.185840707964602,0.00884955752212389,0.185840707964602,0.265486725663717,0.185840707964602,0.168141592920354,0.327433628318584,0.123893805309735,0.168141592920354
"3WYGD",0.373333333333333,0.16,0.12,0.386666666666667,0.16,0.0933333333333333,0.133333333333333,0.173333333333333,0.36,0.386666666666667,0.16,0.0933333333333333,0.16,0,0.32,0.173333333333333,0.373333333333333,0.12,0.373333333333333,0.133333333333333,0.16
"5UQDA",0.233560090702948,0.199546485260771,0.219954648526077,0.249433106575964,0.183673469387755,0.231292517006803,0.188208616780045,0.244897959183673,0.210884353741497,0.244897959183673,0.151927437641723,0.263038548752834,0.188208616780045,0.0294784580498866,0.1859410430839,0.240362811791383,0.247165532879819,0.140589569160998,0.238095238095238,0.188208616780045,0.195011337868481
"3M03A",0.138297872340426,0.340425531914894,0.223404255319149,0.329787234042553,0.170212765957447,0.223404255319149,0.234042553191489,0.351063829787234,0.127659574468085,0.297872340425532,0.138297872340426,0.25531914893617,0.234042553191489,0.0425531914893617,0.138297872340426,0.287234042553192,0.276595744680851,0.159574468085106,0.351063829787234,0.159574468085106,0.127659574468085
"4KM6A",0.21256038647343,0.231884057971014,0.202898550724638,0.217391304347826,0.217391304347826,0.159420289855072,0.173913043478261,0.280193236714976,0.173913043478261,0.241545893719807,0.144927536231884,0.231884057971014,0.169082125603865,0.0338164251207729,0.130434782608696,0.260869565217391,0.193236714975845,0.21256038647343,0.27536231884058,0.21256038647343,0.169082125603865
"1MG7A",0.228365384615385,0.221153846153846,0.189903846153846,0.310096153846154,0.15625,0.1875,0.170673076923077,0.259615384615385,0.204326923076923,0.305288461538462,0.127403846153846,0.216346153846154,0.151442307692308,0.0216346153846154,0.25,0.257211538461538,0.237980769230769,0.132211538461538,0.264423076923077,0.173076923076923,0.185096153846154
"6VMEB",0.2,0.25,0.2,0.325,0.0875,0.2375,0.15,0.275,0.175,0.325,0.0875,0.2375,0.2,0,0.2125,0.225,0.2625,0.1,0.3375,0.1875,0.1125
"5EMXA",0.309859154929577,0.154929577464789,0.154929577464789,0.23943661971831,0.169014084507042,0.28169014084507,0.140845070422535,0.225352112676056,0.23943661971831,0.197183098591549,0.126760563380282,0.323943661971831,0.169014084507042,0.112676056338028,0.28169014084507,0.183098591549296,0.267605633802817,0.0704225352112676,0.183098591549296,0.140845070422535,0.28169014084507
"6PCFA",0.15625,0.3125,0.125,0.171875,0.171875,0.234375,0.078125,0.359375,0.109375,0.171875,0.140625,0.265625,0.234375,0.109375,0.171875,0.25,0.28125,0.09375,0.34375,0.125,0.125
"1XAUA",0.206611570247934,0.223140495867769,0.247933884297521,0.272727272727273,0.165289256198347,0.223140495867769,0.198347107438017,0.289256198347107,0.190082644628099,0.198347107438017,0.12396694214876,0.264462809917355,0.173553719008264,0.0247933884297521,0.12396694214876,0.231404958677686,0.190082644628099,0.198347107438017,0.247933884297521,0.28099173553719,0.181818181818182
"5HDKA",0.153153153153153,0.225225225225225,0.207207207207207,0.189189189189189,0.162162162162162,0.243243243243243,0.171171171171171,0.261261261261261,0.144144144144144,0.18018018018018,0.135135135135135,0.27027027027027,0.171171171171171,0.027027027027027,0.153153153153153,0.297297297297297,0.216216216216216,0.117117117117117,0.261261261261261,0.207207207207207,0.117117117117117
"6UD7A",0.228333333333333,0.171666666666667,0.213333333333333,0.241666666666667,0.196666666666667,0.176666666666667,0.188333333333333,0.206666666666667,0.213333333333333,0.261666666666667,0.16,0.213333333333333,0.161666666666667,0.0216666666666667,0.165,0.215,0.263333333333333,0.148333333333333,0.241666666666667,0.245,0.158333333333333
"6J67A",0.211822660098522,0.295566502463054,0.167487684729064,0.236453201970443,0.172413793103448,0.266009852216749,0.152709359605911,0.320197044334975,0.206896551724138,0.221674876847291,0.157635467980296,0.280788177339901,0.251231527093596,0.0394088669950739,0.226600985221675,0.261083743842365,0.216748768472906,0.0935960591133005,0.369458128078818,0.147783251231527,0.137931034482759
"3EI3B",0.206806282722513,0.206806282722513,0.209424083769634,0.212041884816754,0.209424083769634,0.206806282722513,0.164921465968586,0.261780104712042,0.193717277486911,0.222513089005236,0.167539267015707,0.24869109947644,0.172774869109948,0.0261780104712042,0.162303664921466,0.201570680628272,0.214659685863874,0.214659685863874,0.272251308900524,0.225130890052356,0.141361256544503
"2J3WA",0.170212765957447,0.24113475177305,0.234042553191489,0.219858156028369,0.184397163120567,0.283687943262411,0.148936170212766,0.283687943262411,0.141843971631206,0.184397163120567,0.177304964539007,0.290780141843972,0.148936170212766,0.0212765957446809,0.205673758865248,0.212765957446809,0.24822695035461,0.113475177304965,0.226950354609929,0.24822695035461,0.184397163120567
"4XEZA",0.241206030150754,0.21608040201005,0.21105527638191,0.226130653266332,0.256281407035176,0.201005025125628,0.180904522613065,0.276381909547739,0.241206030150754,0.241206030150754,0.21105527638191,0.246231155778894,0.175879396984925,0.0251256281407035,0.236180904522613,0.311557788944724,0.226130653266332,0.14070351758794,0.276381909547739,0.21608040201005,0.180904522613065
"1W2DA",0.246212121212121,0.21969696969697,0.204545454545455,0.231060606060606,0.189393939393939,0.170454545454545,0.174242424242424,0.25,0.208333333333333,0.242424242424242,0.147727272727273,0.212121212121212,0.204545454545455,0.0416666666666667,0.223484848484848,0.246212121212121,0.21969696969697,0.140151515151515,0.314393939393939,0.15530303030303,0.151515151515152
"5E4EA",0.133928571428571,0.232142857142857,0.267857142857143,0.232142857142857,0.133928571428571,0.223214285714286,0.214285714285714,0.267857142857143,0.133928571428571,0.25,0.107142857142857,0.25,0.160714285714286,0.0357142857142857,0.0892857142857143,0.3125,0.205357142857143,0.169642857142857,0.276785714285714,0.294642857142857,0.0892857142857143
"2DYOA",0.199324324324324,0.219594594594595,0.256756756756757,0.27027027027027,0.179054054054054,0.219594594594595,0.219594594594595,0.256756756756757,0.175675675675676,0.233108108108108,0.148648648648649,0.25,0.175675675675676,0.027027027027027,0.162162162162162,0.27027027027027,0.192567567567568,0.22972972972973,0.283783783783784,0.25,0.135135135135135
"6GX2A",0.185185185185185,0.212121212121212,0.262626262626263,0.286195286195286,0.175084175084175,0.218855218855219,0.228956228956229,0.259259259259259,0.144781144781145,0.269360269360269,0.127946127946128,0.265993265993266,0.164983164983165,0.0235690235690236,0.178451178451178,0.303030303030303,0.198653198653199,0.168350168350168,0.242424242424242,0.249158249158249,0.154882154882155
"4EFHB",0.230769230769231,0.2,0.107692307692308,0.169230769230769,0.230769230769231,0.2,0.107692307692308,0.2,0.261538461538462,0.169230769230769,0.169230769230769,0.261538461538462,0.246153846153846,0.0615384615384615,0.184615384615385,0.123076923076923,0.307692307692308,0.0307692307692308,0.246153846153846,0.230769230769231,0.184615384615385
"3TE6A",0.201892744479495,0.264984227129338,0.214511041009464,0.258675078864353,0.138801261829653,0.239747634069401,0.167192429022082,0.299684542586751,0.17981072555205,0.22397476340694,0.123028391167192,0.255520504731861,0.189274447949527,0.0441640378548896,0.176656151419558,0.214511041009464,0.227129337539432,0.151419558359621,0.321766561514196,0.195583596214511,0.145110410094637
"6N6RB",0.159420289855072,0.318840579710145,0.072463768115942,0.173913043478261,0.0869565217391304,0.376811594202899,0.072463768115942,0.318840579710145,0.159420289855072,0.173913043478261,0.0869565217391304,0.376811594202899,0.246376811594203,0.159420289855072,0.144927536231884,0.202898550724638,0.115942028985507,0.0289855072463768,0.376811594202899,0.072463768115942,0.101449275362319
"3OFHA",0.238636363636364,0.170454545454545,0.193181818181818,0.295454545454545,0.204545454545455,0.204545454545455,0.204545454545455,0.204545454545455,0.227272727272727,0.318181818181818,0.181818181818182,0.227272727272727,0.113636363636364,0.0681818181818182,0.181818181818182,0.318181818181818,0.181818181818182,0.136363636363636,0.284090909090909,0.238636363636364,0.125
"4JIFA",0.274509803921569,0.183006535947712,0.235294117647059,0.333333333333333,0.124183006535948,0.202614379084967,0.202614379084967,0.241830065359477,0.215686274509804,0.300653594771242,0.0980392156862745,0.228758169934641,0.169934640522876,0.0130718954248366,0.209150326797386,0.228758169934641,0.228758169934641,0.163398692810458,0.274509803921569,0.202614379084967,0.183006535947712
"6XXVC",0.260162601626016,0.24390243902439,0.121951219512195,0.227642276422764,0.211382113821138,0.227642276422764,0.121951219512195,0.24390243902439,0.235772357723577,0.219512195121951,0.203252032520325,0.235772357723577,0.268292682926829,0.0569105691056911,0.219512195121951,0.146341463414634,0.227642276422764,0.0813008130081301,0.373983739837398,0.113821138211382,0.130081300813008
"4KVGB",0.243243243243243,0.235521235521236,0.162162162162162,0.185328185328185,0.204633204633205,0.27027027027027,0.108108108108108,0.297297297297297,0.189189189189189,0.16988416988417,0.166023166023166,0.308880308880309,0.235521235521236,0.0579150579150579,0.196911196911197,0.297297297297297,0.212355212355212,0.142857142857143,0.285714285714286,0.150579150579151,0.193050193050193
"7COHI",0.222222222222222,0.180555555555556,0.291666666666667,0.194444444444444,0.263888888888889,0.166666666666667,0.263888888888889,0.263888888888889,0.166666666666667,0.180555555555556,0.25,0.180555555555556,0.236111111111111,0.0277777777777778,0.111111111111111,0.263888888888889,0.194444444444444,0.125,0.222222222222222,0.194444444444444,0.180555555555556
"5OWUB",0.30046511627907,0.10046511627907,0.194418604651163,0.278139534883721,0.218604651162791,0.12,0.192558139534884,0.107906976744186,0.296744186046512,0.293953488372093,0.189767441860465,0.148837209302326,0.154418604651163,0.0269767441860465,0.118139534883721,0.114418604651163,0.293023255813953,0.255813953488372,0.183255813953488,0.23906976744186,0.217674418604651
"1PYOB",0.201923076923077,0.201923076923077,0.240384615384615,0.173076923076923,0.269230769230769,0.230769230769231,0.192307692307692,0.25,0.192307692307692,0.221153846153846,0.201923076923077,0.298076923076923,0.221153846153846,0.0673076923076923,0.144230769230769,0.288461538461538,0.221153846153846,0.144230769230769,0.221153846153846,0.288461538461538,0.182692307692308
"3RO3A",0.319018404907975,0.128834355828221,0.251533742331288,0.331288343558282,0.245398773006135,0.171779141104294,0.251533742331288,0.202453987730061,0.269938650306748,0.355828220858896,0.233128834355828,0.184049079754601,0.153374233128834,0.0674846625766871,0.184049079754601,0.239263803680982,0.214723926380368,0.0920245398773006,0.331288343558282,0.153374233128834,0.116564417177914
"6QZIA",0.0975609756097561,0.0975609756097561,0.402439024390244,0.300813008130081,0.182926829268293,0.195121951219512,0.369918699186992,0.130081300813008,0.0975609756097561,0.272357723577236,0.170731707317073,0.207317073170732,0.0650406504065041,0.00813008130081301,0.0650406504065041,0.276422764227642,0.207317073170732,0.191056910569106,0.142276422764228,0.321138211382114,0.0528455284552846
"6DEDA",0.18010752688172,0.217741935483871,0.228494623655914,0.263440860215054,0.155913978494624,0.193548387096774,0.201612903225806,0.255376344086022,0.147849462365591,0.247311827956989,0.112903225806452,0.236559139784946,0.134408602150538,0.021505376344086,0.204301075268817,0.244623655913978,0.239247311827957,0.0994623655913978,0.252688172043011,0.209677419354839,0.145161290322581
"7BGFA",0.134920634920635,0.317460317460317,0.126984126984127,0.166666666666667,0.126984126984127,0.325396825396825,0.111111111111111,0.333333333333333,0.134920634920635,0.158730158730159,0.119047619047619,0.333333333333333,0.246031746031746,0.0634920634920635,0.238095238095238,0.222222222222222,0.246031746031746,0.0317460317460317,0.349206349206349,0.103174603174603,0.103174603174603
"4G79A",0.24113475177305,0.276595744680851,0.205673758865248,0.24113475177305,0.234042553191489,0.24113475177305,0.198581560283688,0.312056737588652,0.205673758865248,0.226950354609929,0.205673758865248,0.269503546099291,0.24113475177305,0.0354609929078014,0.234042553191489,0.326241134751773,0.24822695035461,0.170212765957447,0.333333333333333,0.184397163120567,0.184397163120567
"6QHJA",0.23574144486692,0.159695817490494,0.228136882129278,0.247148288973384,0.228136882129278,0.201520912547529,0.220532319391635,0.23574144486692,0.216730038022814,0.243346007604563,0.201520912547529,0.228136882129278,0.133079847908745,0.0114068441064639,0.140684410646388,0.258555133079848,0.216730038022814,0.228136882129278,0.20532319391635,0.29277566539924,0.190114068441065
"3VOQA",0.217741935483871,0.233870967741935,0.233870967741935,0.225806451612903,0.161290322580645,0.193548387096774,0.193548387096774,0.290322580645161,0.17741935483871,0.25,0.153225806451613,0.201612903225806,0.209677419354839,0.0161290322580645,0.209677419354839,0.258064516129032,0.201612903225806,0.161290322580645,0.266129032258065,0.25,0.185483870967742
"2YGNA",0.238709677419355,0.180645161290323,0.270967741935484,0.316129032258064,0.187096774193548,0.154838709677419,0.238709677419355,0.2,0.225806451612903,0.303225806451613,0.161290322580645,0.180645161290323,0.135483870967742,0.00645161290322581,0.154838709677419,0.225806451612903,0.238709677419355,0.2,0.283870967741935,0.245161290322581,0.135483870967742
"3SJMA",0.206349206349206,0.222222222222222,0.222222222222222,0.206349206349206,0.253968253968254,0.253968253968254,0.238095238095238,0.26984126984127,0.19047619047619,0.206349206349206,0.222222222222222,0.285714285714286,0.285714285714286,0.0317460317460317,0.0952380952380952,0.317460317460317,0.222222222222222,0.158730158730159,0.253968253968254,0.174603174603175,0.174603174603175
"1SQHA",0.221864951768489,0.228295819935691,0.2508038585209,0.305466237942122,0.183279742765273,0.202572347266881,0.231511254019293,0.254019292604502,0.19935691318328,0.270096463022508,0.154340836012862,0.231511254019293,0.176848874598071,0.022508038585209,0.196141479099678,0.2508038585209,0.2508038585209,0.135048231511254,0.315112540192926,0.186495176848875,0.135048231511254
"2GMHA",0.204116638078902,0.190394511149228,0.264150943396226,0.283018867924528,0.198970840480274,0.190394511149228,0.248713550600343,0.236706689536878,0.188679245283019,0.288164665523156,0.149228130360206,0.240137221269297,0.161234991423671,0.0343053173241852,0.171526586620926,0.205831903945111,0.248713550600343,0.1852487135506,0.260720411663808,0.257289879931389,0.133790737564322
"3GAEA",0.23015873015873,0.253968253968254,0.23015873015873,0.341269841269841,0.150793650793651,0.206349206349206,0.253968253968254,0.301587301587302,0.182539682539683,0.313492063492063,0.138888888888889,0.218253968253968,0.154761904761905,0.0119047619047619,0.194444444444444,0.277777777777778,0.19047619047619,0.206349206349206,0.30952380952381,0.202380952380952,0.174603174603175
"2Z6OA",0.233918128654971,0.228070175438596,0.228070175438596,0.274853801169591,0.198830409356725,0.198830409356725,0.198830409356725,0.280701754385965,0.181286549707602,0.228070175438596,0.152046783625731,0.245614035087719,0.228070175438596,0.0409356725146199,0.216374269005848,0.280701754385965,0.251461988304094,0.140350877192982,0.304093567251462,0.192982456140351,0.157894736842105
"4CSRB",0.129032258064516,0.333333333333333,0.21505376344086,0.333333333333333,0.182795698924731,0.247311827956989,0.204301075268817,0.344086021505376,0.139784946236559,0.301075268817204,0.172043010752688,0.258064516129032,0.258064516129032,0.010752688172043,0.225806451612903,0.354838709677419,0.161290322580645,0.118279569892473,0.376344086021505,0.204301075268817,0.0860215053763441
"2CIUA",0.246031746031746,0.206349206349206,0.206349206349206,0.23015873015873,0.206349206349206,0.253968253968254,0.150793650793651,0.277777777777778,0.238095238095238,0.214285714285714,0.174603174603175,0.285714285714286,0.246031746031746,0.0714285714285714,0.166666666666667,0.238095238095238,0.238095238095238,0.158730158730159,0.277777777777778,0.206349206349206,0.174603174603175
"4I79A",0.223618090452261,0.153266331658291,0.256281407035176,0.304020100502513,0.165829145728643,0.148241206030151,0.218592964824121,0.195979899497487,0.221105527638191,0.291457286432161,0.148241206030151,0.165829145728643,0.108040201005025,0.0175879396984925,0.188442211055276,0.203517587939698,0.231155778894472,0.188442211055276,0.238693467336683,0.298994974874372,0.138190954773869
"6PGVA",0.203208556149733,0.18716577540107,0.267379679144385,0.347593582887701,0.106951871657754,0.144385026737968,0.245989304812834,0.219251336898396,0.181818181818182,0.331550802139037,0.0909090909090909,0.160427807486631,0.128342245989305,0.0213903743315508,0.133689839572193,0.165775401069519,0.267379679144385,0.101604278074866,0.267379679144385,0.160427807486631,0.122994652406417
"5BUPA",0.221698113207547,0.160377358490566,0.216981132075472,0.268867924528302,0.174528301886792,0.160377358490566,0.19811320754717,0.226415094339623,0.207547169811321,0.292452830188679,0.132075471698113,0.202830188679245,0.141509433962264,0.00943396226415094,0.183962264150943,0.25,0.278301886792453,0.127358490566038,0.212264150943396,0.268867924528302,0.169811320754717
"2Y69M",0.188405797101449,0.101449275362319,0.318840579710145,0.260869565217391,0.217391304347826,0.202898550724638,0.27536231884058,0.173913043478261,0.173913043478261,0.333333333333333,0.173913043478261,0.246376811594203,0.217391304347826,0.0144927536231884,0.0434782608695652,0.188405797101449,0.246376811594203,0.159420289855072,0.188405797101449,0.318840579710145,0.101449275362319
"2RL8A",0.261437908496732,0.183006535947712,0.196078431372549,0.281045751633987,0.150326797385621,0.26797385620915,0.169934640522876,0.209150326797386,0.235294117647059,0.313725490196078,0.130718954248366,0.287581699346405,0.163398692810458,0.0588235294117647,0.189542483660131,0.241830065359477,0.228758169934641,0.143790849673203,0.274509803921569,0.156862745098039,0.169934640522876
"4IEJA",0.293478260869565,0.217391304347826,0.217391304347826,0.184782608695652,0.271739130434783,0.228260869565217,0.16304347826087,0.33695652173913,0.173913043478261,0.16304347826087,0.25,0.25,0.217391304347826,0.0434782608695652,0.228260869565217,0.282608695652174,0.195652173913043,0.173913043478261,0.304347826086957,0.184782608695652,0.206521739130435
"5H2VB",0.295302013422819,0.161073825503356,0.167785234899329,0.214765100671141,0.248322147651007,0.174496644295302,0.181208053691275,0.214765100671141,0.241610738255034,0.194630872483221,0.201342281879195,0.221476510067114,0.214765100671141,0.0402684563758389,0.174496644295302,0.194630872483221,0.268456375838926,0.208053691275168,0.194630872483221,0.194630872483221,0.261744966442953
"3EO2A",0.230434782608696,0.243478260869565,0.195652173913043,0.269565217391304,0.195652173913043,0.2,0.169565217391304,0.28695652173913,0.21304347826087,0.265217391304348,0.147826086956522,0.247826086956522,0.191304347826087,0.0260869565217391,0.256521739130435,0.234782608695652,0.265217391304348,0.11304347826087,0.321739130434783,0.173913043478261,0.152173913043478
"4WSFA",0.239669421487603,0.239669421487603,0.148760330578512,0.28099173553719,0.140495867768595,0.214876033057851,0.148760330578512,0.256198347107438,0.239669421487603,0.297520661157025,0.140495867768595,0.214876033057851,0.15702479338843,0.0578512396694215,0.272727272727273,0.239669421487603,0.223140495867769,0.15702479338843,0.338842975206612,0.165289256198347,0.140495867768595
"1VG0A",0.258859784283513,0.174114021571649,0.212634822804314,0.311248073959938,0.169491525423729,0.149460708782743,0.200308166409861,0.208012326656394,0.234206471494607,0.300462249614792,0.134052388289676,0.184899845916795,0.144838212634823,0.024653312788906,0.2326656394453,0.248073959938367,0.229583975346687,0.161787365177196,0.244992295839753,0.223420647149461,0.187981510015408
"6A48A",0.199704142011834,0.207100591715976,0.247041420118343,0.284023668639053,0.183431952662722,0.164201183431953,0.24112426035503,0.242603550295858,0.196745562130178,0.29585798816568,0.156804733727811,0.190828402366864,0.121301775147929,0.014792899408284,0.18491124260355,0.232248520710059,0.21301775147929,0.22189349112426,0.270710059171598,0.254437869822485,0.136094674556213
"5CHLA",0.205479452054795,0.10958904109589,0.10958904109589,0.301369863013699,0.178082191780822,0.123287671232877,0.10958904109589,0.164383561643836,0.178082191780822,0.273972602739726,0.178082191780822,0.123287671232877,0.123287671232877,0.0410958904109589,0.273972602739726,0.0958904109589041,0.342465753424658,0.178082191780822,0.150684931506849,0.136986301369863,0.164383561643836
"5F18A",0.215686274509804,0.168627450980392,0.227450980392157,0.27843137254902,0.16078431372549,0.176470588235294,0.207843137254902,0.243137254901961,0.152941176470588,0.266666666666667,0.125490196078431,0.211764705882353,0.0784313725490196,0.0313725490196078,0.196078431372549,0.207843137254902,0.207843137254902,0.207843137254902,0.219607843137255,0.258823529411765,0.164705882352941
"6TM6A",0.166666666666667,0.25,0.229166666666667,0.302083333333333,0.260416666666667,0.135416666666667,0.208333333333333,0.291666666666667,0.145833333333333,0.28125,0.15625,0.239583333333333,0.125,0.0416666666666667,0.25,0.208333333333333,0.25,0.229166666666667,0.302083333333333,0.15625,0.114583333333333
"2EFKA",0.25,0.256666666666667,0.136666666666667,0.24,0.206666666666667,0.173333333333333,0.12,0.293333333333333,0.246666666666667,0.236666666666667,0.18,0.2,0.206666666666667,0.0533333333333333,0.246666666666667,0.226666666666667,0.253333333333333,0.0866666666666667,0.346666666666667,0.143333333333333,0.16
"4WPEA",0.252459016393443,0.275409836065574,0.140983606557377,0.2,0.213114754098361,0.20655737704918,0.147540983606557,0.314754098360656,0.219672131147541,0.20983606557377,0.20983606557377,0.20983606557377,0.213114754098361,0.0327868852459016,0.20327868852459,0.213114754098361,0.245901639344262,0.147540983606557,0.327868852459016,0.131147540983607,0.2
"6ISAA",0.27027027027027,0.189189189189189,0.306306306306306,0.324324324324324,0.18018018018018,0.207207207207207,0.261261261261261,0.243243243243243,0.234234234234234,0.288288288288288,0.144144144144144,0.243243243243243,0.162162162162162,0.00900900900900901,0.153153153153153,0.301801801801802,0.220720720720721,0.175675675675676,0.225225225225225,0.288288288288288,0.234234234234234
"4CK4A",0.229813664596273,0.267080745341615,0.217391304347826,0.335403726708075,0.124223602484472,0.173913043478261,0.173913043478261,0.31055900621118,0.211180124223602,0.304347826086957,0.093167701863354,0.204968944099379,0.180124223602484,0.0186335403726708,0.254658385093168,0.291925465838509,0.242236024844721,0.105590062111801,0.354037267080745,0.15527950310559,0.142857142857143
"3UD1A",0.24,0.178461538461538,0.236923076923077,0.301538461538462,0.169230769230769,0.138461538461538,0.224615384615385,0.196923076923077,0.221538461538462,0.273846153846154,0.135384615384615,0.172307692307692,0.184615384615385,0.0184615384615385,0.16,0.209230769230769,0.243076923076923,0.16,0.270769230769231,0.249230769230769,0.147692307692308
"4Y99C",0.291866028708134,0.244019138755981,0.143540669856459,0.253588516746411,0.210526315789474,0.196172248803828,0.143540669856459,0.272727272727273,0.291866028708134,0.253588516746411,0.191387559808612,0.215311004784689,0.277511961722488,0.0574162679425837,0.229665071770335,0.181818181818182,0.272727272727273,0.0861244019138756,0.401913875598086,0.15311004784689,0.133971291866029
"3PT1A",0.231914893617021,0.263829787234043,0.191489361702128,0.268085106382979,0.187234042553191,0.204255319148936,0.172340425531915,0.295744680851064,0.206382978723404,0.24468085106383,0.159574468085106,0.231914893617021,0.195744680851064,0.0446808510638298,0.236170212765957,0.282978723404255,0.223404255319149,0.146808510638298,0.351063829787234,0.193617021276596,0.14468085106383
"3BUXB",0.219512195121951,0.207317073170732,0.26219512195122,0.265243902439024,0.198170731707317,0.240853658536585,0.234756097560976,0.246951219512195,0.210365853658537,0.26219512195122,0.146341463414634,0.292682926829268,0.204268292682927,0.0274390243902439,0.161585365853659,0.234756097560976,0.222560975609756,0.125,0.271341463414634,0.234756097560976,0.155487804878049
"6T2TA",0.177215189873418,0.244725738396624,0.223628691983122,0.274261603375527,0.147679324894515,0.223628691983122,0.206751054852321,0.270042194092827,0.172995780590717,0.253164556962025,0.118143459915612,0.253164556962025,0.122362869198312,0.0379746835443038,0.19831223628692,0.261603375527426,0.20253164556962,0.143459915611814,0.278481012658228,0.253164556962025,0.143459915611814
